,Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime,Percentage Difference (Correlated - Booles),Percentage Difference (Correlated - Independent),Percentage Difference (MC Correlated - Theoretical Correlated),Percentage Difference (MC Correlated - Theoretical Independent)
91,drones_instance-12_network_5_deadline_14_corrsize_3,drones,12,2,1,5,14,3,16.964207517570525,0.9275726540279712,0.1501,29,0.9955,0.996,0.996,0.9960405050772896,0.9958281412192864,0.9958340189555006,0.1169006824493408,0.1534914970397949,0.2805294990539551,0.05020080321284587,0.0,0.016664763503954405,0.017254897662005428
92,drones_instance-12_network_5_deadline_14_corrsize_4,drones,12,2,1,5,14,3,2.739859622751726,0.3659679541320532,0.7238,29,0.9974,0.9999,0.9999,1.0,0.9996833277018298,0.9996882013682048,0.1170451641082763,0.1535444259643554,0.3772544860839844,0.25002500250025583,0.0,0.021181981377659018,0.021669396756699627
93,drones_instance-12_network_6_deadline_10_corrsize_2,drones,12,2,1,6,10,2,55.03810364067802,0.6602828360192065,0.5444,29,0.8467,0.8498,0.8474,0.7873571916284429,0.8457521494199447,0.8503548058335945,0.2295067310333252,0.2120335102081298,0.2308108806610107,0.08260561718197237,-0.2832192589096008,-0.3486907993384966,0.19445959169876603
94,drones_instance-12_network_6_deadline_10_corrsize_3,drones,12,2,1,6,10,3,43.705020080314405,0.3061806961783808,0.5173,29,0.1375,0.109,0.1414,0.1013381715307392,0.1454028055031705,0.1431894903891411,0.1773138046264648,0.250077486038208,2.7805540561676025,2.758132956152749,22.913719943422915,-1.2655519017971095,-2.8308384039395356
95,drones_instance-12_network_6_deadline_10_corrsize_4,drones,12,2,1,6,10,3,10.939372007830046,0.2247969442017157,0.7019,29,0.5851,0.5852,0.5854,0.4231164851698701,0.481917058007866,0.5896369288950197,0.1153454780578613,0.319549560546875,1.70395827293396,0.051247010591062174,0.03416467372736214,-0.7237664665219846,17.677304747545957
96,drones_instance-12_network_6_deadline_11_corrsize_2,drones,12,2,1,6,11,2,15.50030404028742,0.142697871992773,0.9247,29,0.3493,0.3571,0.3547,0.3146360681954885,0.3736013464794359,0.3600191802648758,0.1131370067596435,0.1835865974426269,0.4954073429107666,1.5224133070200212,-0.6766281364533289,-1.4996279292009491,-5.328826185349835
97,drones_instance-12_network_6_deadline_11_corrsize_3,drones,12,2,1,6,11,3,16.832085210258064,0.1041604276762965,0.9092,29,0.8353,0.8401,0.8409,0.8067426898874693,0.8423317684311522,0.8398396631695273,0.1153182983398437,0.2029263973236084,2.075869560241699,0.6659531454394029,0.09513616363420417,0.12609547276402494,-0.17026619469047746
98,drones_instance-12_network_6_deadline_11_corrsize_4,drones,12,2,1,6,11,3,52.7792666056407,0.4118655509790703,0.7653,29,0.3968,0.4004,0.401,0.3456473868750073,0.4046780959314954,0.397669354706909,0.2254281044006347,0.2165477275848388,0.631453275680542,1.0473815461346725,0.14962593516210596,0.8305848611199543,-0.9172309056098187
99,drones_instance-12_network_6_deadline_12_corrsize_2,drones,12,2,1,6,12,2,32.795875352950745,0.8883907337539584,0.3184,29,0.9844,0.9853,0.9856,0.983072236751276,0.9866807807102254,0.9865636475583784,0.115443468093872,0.175365924835205,0.6107642650604248,0.1217532467532446,0.0304383116883196,-0.09777268246534201,-0.10965713374851122
100,drones_instance-12_network_6_deadline_12_corrsize_3,drones,12,2,1,6,12,3,39.211800703301954,0.8314173975943522,0.2568,29,0.9917,0.9923,0.9923,0.9895817471102324,0.9910306787177748,0.9911183206862662,0.114687442779541,0.5557749271392822,0.4179213047027588,0.06046558500452826,0.0,0.11908488498778673,0.12791708981408065
101,drones_instance-12_network_6_deadline_12_corrsize_4,drones,12,2,1,6,12,3,13.219314677124723,0.3059601495938753,0.7484,29,0.532,0.5459,0.5482,0.4709114426301657,0.5328630580752075,0.5455059903680369,0.1166861057281494,0.2231464385986328,1.4442336559295654,2.955125866472089,0.4195549069682541,0.4914282436999435,2.797690974971272
102,drones_instance-12_network_6_deadline_13_corrsize_2,drones,12,2,1,6,13,2,4.70218900020308,0.8420876245390224,0.3972,29,0.9983,0.9999,0.9999,1.0,0.9996833277018298,0.9996864938681302,0.1174306869506836,0.1619288921356201,0.7194504737854004,0.1600160016001646,0.0,0.02135274846182291,0.021669396756699627
103,drones_instance-12_network_6_deadline_13_corrsize_3,drones,12,2,1,6,13,3,19.128213247679348,0.2036069133296665,0.8769,29,0.9947,0.9951,0.9951,0.994343344183147,0.994610796047453,0.9947007033538228,0.1768479347229004,0.126514196395874,0.2779197692871094,0.04019696512912832,0.0,0.040126283406413055,0.04916128555391768
104,drones_instance-12_network_6_deadline_13_corrsize_4,drones,12,2,1,6,13,3,26.678619963486604,0.1299501821326406,0.4715,29,0.2728,0.2732,0.2728,0.3188842604858681,0.3774975881782805,0.2702255880688117,0.1192824840545654,0.1995077133178711,6.011812448501587,0.0,-0.1466275659824089,0.9436993882655028,-38.378881297023646
105,drones_instance-12_network_6_deadline_14_corrsize_2,drones,12,2,1,6,14,2,45.01097772122922,0.881030589320912,0.3449,29,0.6355,0.6358,0.6358,0.5780728530785151,0.6319734213844503,0.6317239485840707,0.1130814552307128,0.1611413955688476,0.1965467929840088,0.04718464926078609,0.0,0.6410901880983598,0.6018525661449656
106,drones_instance-12_network_6_deadline_14_corrsize_3,drones,12,2,1,6,14,3,22.24629523267701,0.9367805443970416,0.1977,29,0.9982,0.9999,0.9999,1.0,0.9996833277018298,0.9996837890361612,0.1833798885345459,0.1482658386230468,0.7899861335754395,0.1700170017001735,0.0,0.02162325870975463,0.021669396756699627
107,drones_instance-12_network_6_deadline_14_corrsize_4,drones,12,2,1,6,14,3,6.145886705642377,0.4055720668241908,0.4163,29,0.9976,0.9997,0.9997,1.0,0.9996833277018298,0.9996901955642,0.1352787017822265,0.150357961654663,4.319255828857422,0.21006301890567078,0.0,0.000980737801341336,0.0016677301360669813
109,drones_instance-12_network_7_deadline_10_corrsize_3,drones,12,2,1,7,10,3,8.25868398585349,0.4298817787015524,0.4152,29,0.9986,0.9999,0.9999,1.0,0.9995391311667576,0.9995459181473884,0.1980876922607422,0.155278205871582,3.1195998191833496,0.1300130013001268,0.0,0.035411726433808785,0.03609049237347517
110,drones_instance-12_network_7_deadline_10_corrsize_4,drones,12,2,1,7,10,3,5.109047282883708,0.4377377830762668,0.6156,29,0.4594,0.469,0.4767,0.4063118439323218,0.4653927665528417,0.4707274029147521,0.1147503852844238,0.2078738212585449,0.7551310062408447,3.6291168449758833,1.615271659324531,1.2529047797876838,2.371981004228726
111,drones_instance-12_network_7_deadline_11_corrsize_2,drones,12,2,1,7,11,2,46.79640782479184,0.19941637062529,0.8934,29,0.4592,0.4626,0.4637,0.3845907455087799,0.4442597865097015,0.4536982907019209,0.115739107131958,0.2166850566864013,0.4007923603057861,0.9704550355833521,0.23722234203148368,2.1569353672803726,4.192411794327907
112,drones_instance-12_network_7_deadline_11_corrsize_3,drones,12,2,1,7,11,3,42.318339974489874,0.7909272428252154,0.2994,29,0.3266,0.3264,0.3331,0.233825271049877,0.2901850076568453,0.3323457625119654,0.1145622730255127,0.2239573001861572,0.8539078235626221,1.9513659561693202,2.011407985589908,0.22642974723344453,12.883516164261396
113,drones_instance-12_network_7_deadline_11_corrsize_4,drones,12,2,1,7,11,3,16.756774179309947,0.1250937989628241,0.9192,29,0.9477,0.948,0.948,0.93089892175586,0.9451181346561102,0.9473115987946936,0.2148525714874267,0.184363842010498,1.9965903759002688,0.031645569620249676,0.0,0.07261616089729248,0.3039942345875305
114,drones_instance-12_network_7_deadline_12_corrsize_2,drones,12,2,1,7,12,2,40.781420430980845,0.4448607307137599,0.7324,29,0.7046,0.7106,0.7064,0.5938777959582404,0.6487140982346269,0.7101060152829873,0.1121432781219482,0.1843659877777099,0.5327067375183105,0.2548131370328459,-0.5945639864099633,-0.5246341000831408,8.166180884112844
115,drones_instance-12_network_7_deadline_12_corrsize_3,drones,12,2,1,7,12,3,14.827274462842992,0.9583002266365124,0.1458,29,0.2991,0.3103,0.3143,0.273213474374154,0.3318181059799949,0.3147333574657467,0.2190589904785156,0.2070569992065429,0.7414114475250244,4.83614381164494,1.2726694241170866,-0.13788019909216878,-5.573689462295536
116,drones_instance-12_network_7_deadline_12_corrsize_4,drones,12,2,1,7,12,3,4.796269772065495,0.5689481775764471,0.4019,29,0.9977,1.0,1.0,1.0,0.9996833277018298,0.9996853691802968,0.1325442790985107,0.1504392623901367,1.7973105907440186,0.22999999999999687,0.0,0.03146308197031766,0.03166722981702286
117,drones_instance-12_network_7_deadline_13_corrsize_2,drones,12,2,1,7,13,2,18.090267670682817,0.6274866047375376,0.6083,29,0.9476,0.9479,0.9479,0.9304453312413296,0.9448040004054342,0.950083643184459,0.1127898693084716,0.1823570728302002,0.9568533897399902,0.03164890811266663,0.0,-0.23036640831934507,0.3266166889509174
118,drones_instance-12_network_7_deadline_13_corrsize_3,drones,12,2,1,7,13,3,21.86034828371298,0.7303188314315412,0.3938,29,0.9967,0.9976,0.9976,0.9984917899785426,0.9973048888149066,0.9973227456096658,0.1148383617401123,0.1458587646484375,1.1710755825042725,0.09021651964715435,0.0,0.027792140169828984,0.029582115586748156
119,drones_instance-12_network_7_deadline_13_corrsize_4,drones,12,2,1,7,13,3,11.31771764505478,0.0755556144044076,0.9029,29,0.9982,1.0,1.0,1.0,0.9996664487784416,0.9997498897187084,0.1172962188720703,0.1513347625732422,3.222064018249512,0.18000000000000238,0.0,0.02501102812916267,0.033355122155842576
120,drones_instance-12_network_7_deadline_14_corrsize_2,drones,12,2,1,7,14,2,5.830170314104629,0.3746407712876025,0.7671,29,0.998,1.0,1.0,1.0,0.9996833277018298,0.9997089237112688,0.113239049911499,0.1494958400726318,0.9497220516204834,0.20000000000000018,0.0,0.029107628873115132,0.03166722981702286
121,drones_instance-12_network_7_deadline_14_corrsize_3,drones,12,2,1,7,14,3,22.093844850988607,0.2806407258224447,0.7328,29,0.9932,0.9952,0.994,0.9924905624661852,0.9935431511894238,0.9931963991275748,0.1144473552703857,0.1905152797698974,5.042351722717285,0.08048289738430814,-0.12072434607645663,0.08084515819166474,0.04596064492718022
122,drones_instance-12_network_7_deadline_14_corrsize_4,drones,12,2,1,7,14,3,16.566732222842305,0.8602253058558487,0.356,29,0.9721,0.9742,0.9738,0.9652160257331776,0.9730652002464318,0.973137190711786,0.1149992942810058,0.2303297519683838,0.5438416004180908,0.17457383446293231,-0.041076196344214,0.06806421115363012,0.07545694737812288
123,drones_instance-12_network_8_deadline_10_corrsize_2,drones,12,2,1,8,10,2,18.78928203274977,0.8034581087702016,0.4178,29,0.1835,0.2058,0.2055,0.1111875735874466,0.1531746944448619,0.2034943372768937,0.2393627166748047,0.2375321388244629,0.3105154037475586,10.705596107055957,-0.14598540145986497,0.9759915927524518,25.462435793254546
125,drones_instance-12_network_8_deadline_10_corrsize_4,drones,12,2,1,8,10,3,23.68528111373111,0.2453619534003606,0.8015,29,0.6918,0.6919,0.6925,0.6366936242895659,0.6875593388367934,0.6911067061983758,0.1521241664886474,0.1856884956359863,4.839959144592285,0.10108303249097962,0.08664259927798483,0.20119766088436522,0.7134528755532956
126,drones_instance-12_network_8_deadline_11_corrsize_2,drones,12,2,1,8,11,2,19.08615374805172,0.951575282336828,0.1733,29,0.2707,0.2808,0.2852,0.2414954242770577,0.2975471869606266,0.2788532428234604,0.1131861209869384,0.21803879737854,0.571500301361084,5.084151472650776,1.5427769985974806,2.2253706790110788,-4.329308190963039
127,drones_instance-12_network_8_deadline_11_corrsize_3,drones,12,2,1,8,11,3,0.855930110346279,0.912863864067892,0.1851,29,0.9981,0.9999,0.9999,1.0,0.9996833277018298,0.999683781265061,0.1142237186431884,0.1520771980285644,0.1654675006866455,0.1800180018001824,0.0,0.02162403589749418,0.021669396756699627
128,drones_instance-12_network_8_deadline_11_corrsize_4,drones,12,2,1,8,11,3,19.752462011860715,0.8646755105627136,0.2964,29,0.9917,0.9929,0.9922,0.990199884879626,0.9919078700844656,0.9918201035690108,0.1186177730560302,0.1955952644348144,1.3076910972595217,0.050393065914124666,-0.07055029227978572,0.03828829177475549,0.029442644178028665
129,drones_instance-12_network_8_deadline_12_corrsize_2,drones,12,2,1,8,12,2,15.268026020713014,0.0756594095717167,0.9583,29,0.9986,0.9999,0.9999,1.0,0.9996833277018298,0.9997466858044044,0.1825790405273437,0.1478276252746582,0.851564884185791,0.1300130013001268,0.0,0.01533295285484656,0.021669396756699627
130,drones_instance-12_network_8_deadline_12_corrsize_3,drones,12,2,1,8,12,3,29.218379731444248,0.9739999764864962,0.14,29,0.9877,0.9879,0.9879,0.9852514874228472,0.988215853496786,0.9882213127133364,0.1161034107208252,0.186058759689331,0.2256083488464355,0.020244964065186555,0.0,-0.0325248216759138,-0.03197221346148176
131,drones_instance-12_network_8_deadline_12_corrsize_4,drones,12,2,1,8,12,3,26.51128952572202,0.9415089741149868,0.1911,29,0.1861,0.1886,0.189,0.1326423641660038,0.1714564651940864,0.1846933360591635,0.1146085262298584,0.2160646915435791,0.6239845752716064,1.5343915343915417,0.21164021164021768,2.2786581697547663,9.282293548102441
132,drones_instance-12_network_8_deadline_13_corrsize_2,drones,12,2,1,8,13,2,22.525077064235223,0.8794371829509924,0.2554,29,0.6872,0.6876,0.6876,0.6469549800542878,0.6967062768255703,0.6872114502873309,0.1108946800231933,0.1610136032104492,0.5111434459686279,0.05817335660266956,0.0,0.056508102482418006,-1.3243567227414634
133,drones_instance-12_network_8_deadline_13_corrsize_3,drones,12,2,1,8,13,3,4.34107104258036,0.4497611713373147,0.3848,29,0.9904,0.991,0.991,0.9879206868720222,0.9900876019908992,0.9902839704170168,0.1148560047149658,0.1851940155029297,11.177491188049316,0.06054490413723965,0.0,0.07225323743523958,0.0920684166600214
134,drones_instance-12_network_8_deadline_13_corrsize_4,drones,12,2,1,8,13,3,16.6063363881672,0.1412116932435957,0.5448,29,0.9916,0.9918,0.992,0.9906831881194824,0.9922308451572328,0.9925012134642812,0.1142873764038086,0.1970088481903076,17.85183596611023,0.04032258064515685,0.020161290322578424,-0.0505255508348009,-0.023270681172663045
135,drones_instance-12_network_8_deadline_14_corrsize_2,drones,12,2,1,8,14,2,11.976452759351348,0.8530848395081961,0.3663,29,0.997,0.9999,0.9999,1.0,0.9996833277018298,0.9996844662300938,0.1824982166290283,0.178396463394165,0.6632864475250244,0.2900290029002914,0.0,0.02155553254387837,0.021669396756699627
136,drones_instance-12_network_8_deadline_14_corrsize_3,drones,12,2,1,8,14,3,26.39711560559585,0.7736793795972288,0.4484,29,0.9546,0.9554,0.9568,0.94267522631579,0.9553851106451644,0.9552823884265992,0.1178832054138183,0.2420341968536377,1.6104803085327148,0.22993311036789088,0.1463210702341092,0.15861324972834462,0.14787723190171198
137,drones_instance-12_network_8_deadline_14_corrsize_4,drones,12,2,1,8,14,3,25.392754927723864,0.2475772083012726,0.8022,29,0.9967,0.9995,0.9995,1.0,0.9992546760507576,0.9992945630611352,0.2088122367858886,0.1516406536102295,1.3143656253814695,0.28014007003501995,0.0,0.02055397087192376,0.02454466725787713
138,drones_instance-12_network_9_deadline_10_corrsize_2,drones,12,2,1,9,10,2,2.403320955309684,0.6434061705787717,0.5246,29,0.9976,1.0,1.0,1.0,0.9996833277018298,0.9996853693024962,0.1116020679473877,0.1509978771209716,0.7197351455688477,0.23999999999999577,0.0,0.03146306975038149,0.03166722981702286
139,drones_instance-12_network_9_deadline_10_corrsize_3,drones,12,2,1,9,10,3,27.22970007398764,0.1256179813667539,0.7832,29,0.7951,0.7956,0.802,0.7188925967118548,0.7647091319872431,0.8015176416722226,0.1732463836669922,0.2062602043151855,6.867419242858887,0.860349127182047,0.798004987531181,0.06014442989743545,4.64973416617917
141,drones_instance-12_network_9_deadline_11_corrsize_2,drones,12,2,1,9,11,2,30.50534830846788,0.9295390758214596,0.2219,29,0.3907,0.398,0.3985,0.3488093285367206,0.4077545850517592,0.3918384513719095,0.1137747764587402,0.203897476196289,0.5260105133056641,1.9573400250941102,0.12547051442910925,1.671655866522093,-2.3223550945443385
142,drones_instance-12_network_9_deadline_11_corrsize_3,drones,12,2,1,9,11,3,10.34477334154381,0.5545347616217162,0.3443,29,0.932,0.9345,0.9343,0.9089394435650608,0.928062660544882,0.9320468066391988,0.1143286228179931,0.2003769874572754,2.7857439517974854,0.2461736059081632,-0.021406400513751256,0.24116379758120612,0.6675949325824748
143,drones_instance-12_network_9_deadline_11_corrsize_4,drones,12,2,1,9,11,3,26.83261675170803,0.0119568090879543,0.9347,29,0.6787,0.6788,0.6792,0.6570535024215247,0.7059011042662273,0.6771051963077154,0.1425862312316894,0.1883406639099121,20.01950573921204,0.07361601884570905,0.05889281507657052,0.3084222161785413,-3.9312579897272224
144,drones_instance-12_network_9_deadline_12_corrsize_2,drones,12,2,1,9,12,2,32.37522378839788,0.2074350164443808,0.8319,29,0.9905,0.9909,0.9908,0.9845278825936308,0.9876452011938416,0.9895211687738286,0.1137733459472656,0.1878445148468017,0.6918008327484131,0.030278562777550158,-0.010092854259183385,0.12907057187842658,0.318409245676063
145,drones_instance-12_network_9_deadline_12_corrsize_3,drones,12,2,1,9,12,3,13.306546377273666,0.2034323896650507,0.8815,29,0.9743,0.9747,0.9743,0.964090145416449,0.9721023419773628,0.9722151902162092,0.1191670894622802,0.2112233638763427,0.5553152561187744,0.0,-0.04105511649388853,0.21398027135285705,0.22556276533277964
146,drones_instance-12_network_9_deadline_12_corrsize_4,drones,12,2,1,9,12,3,11.670944867186998,0.9001458104064877,0.1853,29,0.9819,0.9825,0.9821,0.979312134896971,0.9837792748412244,0.9837380244659624,0.1146142482757568,0.2062408924102783,0.555633544921875,0.020364524997452192,-0.04072904999491569,-0.16678795091766577,-0.17098817240855635
147,drones_instance-12_network_9_deadline_13_corrsize_2,drones,12,2,1,9,13,2,7.11718468854904,0.1491893093433599,0.802,29,0.9977,1.0,1.0,1.0,0.9996833277018298,0.9997334204703022,0.1120054721832275,0.1523010730743408,1.2486193180084229,0.22999999999999687,0.0,0.026657952969777465,0.03166722981702286
148,drones_instance-12_network_9_deadline_13_corrsize_3,drones,12,2,1,9,13,3,10.802721760400011,0.892010889953653,0.2199,29,0.9076,0.9083,0.9083,0.892403559352881,0.9134032773418348,0.9117960053242034,0.1151869297027587,0.182058572769165,0.530463457107544,0.07706704833205262,0.0,-0.3848954446992574,-0.5618493165071893
